review_id,drugName,condition,review,rating,date,usefulCount
195471,Aviane,Birth Control,"So I have irregular periods and decided to get back on BC to regulate them... I'm on day 11 of Aviane and it is the absolute WORST!!!!!!!!! I started spotting within a day of taking the pill... I figured since it been a while that was normal. Ugh. Then started a full blown period the next day and it hasn't gone away. I missed one dosage and that lightened it up, but now that I'm taking it reguarly again it's a heavy cycle again. Also I've vomitted once and have been consistently nauseous and have headaches all day. I try to drink water and eat but nothing is helping, but laying down and I can't do that all day. My mood is ridiculous. I cry about everything now. I cried because the sun was out and it was beautiful smh. I would say stay away!",2.0,2016-08-20,5
65376,Yasmin,Birth Control,"This pill ruined my life. Before taking this, I had very mild acne. 2 weeks into the first pack and my skin was so bad I wouldn’t leave my house. I’d never experienced anything like it before. My mood swings were crazy, I’d cry constantly for NO reason! I became extremely depressed and I had a very short temper. It killed my energy, made me fat. Oh, and my hair fell out and I got terrible Melasma on my upper lip & nose (which still hasn’t gone away...) My doc told me to stick it out for 3 months.. I hoped for the best but on month 5 I had to call it quits. Been off of it for 6 months now and my skin & mood have slightly improved but I’m still trying to undo the terrible effects caused by this pill. My skin & hair haven’t been the same since",1.0,2017-11-30,0
90679,Chateal,Birth Control,"The reviews online are correct. I got this form of birth control after explicitly telling my doctor I wanted to reduce breakouts, and she said this would help. I was excited. Went home and decided to read some reviews online. All horrible, especially regarding acne. I decided to give it a go anyway, hoping that only those with negative experiences reviewed the medication. After giving it my best shot I have given up. Nausea, headaches, and ACNE. The explicit thing the doctor said would improve (I actually have nice skin off birth control, except around that time of the month). Not only do the personal reviews often say this causes breakouts, the side effects of the medication literally says acne vulgaris is a possible side effect. HORRIBLE",1.0,2016-11-11,3
131296,Nortrel 7 / 7 / 7,Birth Control,"I started Nortrel August 2016, and whenever I went on it my appetite increased like crazy and I became severely depressed. I started binge eating and gained about 20 lbs in two months. For a while I didn't put two and two together and thought that I was just depressed and developing terrible eating habits. The next few months I was going through therapy and trying to get my binge eating under control. Nothing worked and I felt awful. Finally about two months ago I questioned whether the birth control was to blame for all of my problems. I went off and got a Skyla IUD and let me tell you... BEST DECISION EVER! I've lost about 5 lbs in a month with no effort and I definitely have noticed that my appetite is back to normal since switching.",1.0,2017-07-19,2
226773,Etonogestrel,Birth Control,Im 30 yo and very physically fit. Ive always had great skin and since I tried this my skin has broken out every day not only on my fave but my body. My mood swings have been through the roof! The only good thing was my periods disappeared. I took my nexplanon out 3 days ago and skin is back to normal almost perfect and no mood swings. I guess it just does not balance with my body at all.,3.0,2015-03-31,1
84889,Ethinyl estradiol / norgestimate,Birth Control,This is my second month taking it and my breast are so sore first month I took it I was fine I feel nauseous all the time I'm gaining a lot of weight it's sad never had I felt like this on bc but only one more month left . Then I can try to have a baby been irregular all my life I'm 25 now still no kids .,4.0,2016-03-13,2
227860,Etonogestrel,Birth Control,I have had this Implanon since February and everything was fine I thought. But I have had a lot of medical problems since then. My legs get swollen almost every night. My bleeding is okay. It lasts about 3 weeks at a time but it is mild. I have had a urinary tract infection. My breast hurt like crazy! I have gained weight. I'm sick to my stomach all the time. And I have really bad acne. I think it's time to take it out! But I love not taking a pill every day.,4.0,2011-09-19,0
192107,Drospirenone / ethinyl estradiol,Birth Control,"I started this method about 8 months ago. I hate it. No change in acne, but weight gain, headaches, horrible heavy crampy periods, intense mood swings. I'm switching soon. On the good side: I'm not pregnant so yay there and I know exactly when Hell Week (last 7 days always) starts and ends.",4.0,2016-09-09,0
104163,Ethinyl estradiol / levonorgestrel,Birth Control,"I started this pill about three weeks ago. I've been crying non-stop. Not to mention I get irritated quickly and my moods are up and down. It's affecting not only me but my love life. I started doubting my now long term boyfriend loving me. Before I started this pill my depression was starting to get better then BAM I'm on this pill and I start sleeping over and over again, I feel bored/worthless in life once again. Also the side effect of getting pimples, my skin was clear before this. I'm changing my pill.",4.0,2013-05-23,10
26749,Sprintec,Birth Control,"I started taking Sprintec yesterday. Within a half an hour, my eyes were blurry and sensitive to light. My head was hurting extremely badly, and is still hurting today. I woke up at three in the morning due to stomach cramps, which I have never had happen before on my period. This, of course, is how my body reacted to it, I am not saying other people will have the same symptoms.",1.0,2010-05-27,7
86004,Ethinyl estradiol / norgestimate,Birth Control,"I've been on Sprintec for almost two years, and I can't say I'm too happy. Six months in I started break through bleeding and week early, elongated periods. It has also made my cramps ten times worse, and I start developing ulcers in my mouth a week before my period, and sometimes during. It does the job but for two weeks out of my cycles very frustrating to deal with early periods all of the time. Switching medications as soon as I can.",3.0,2013-01-02,2
149680,Mirena,Birth Control,"I've had mine in for about a month. Everyone I know who has had it said it was great and they love it. For me it has been painful and during sex my boyfriend has commented to me that he felt it poke him. I have also gained weight since the placement. I like that it keeps me protected for 5 years and that I don't have to worry about a pill everyday, but the pain is just too much. I have set an appointment to get it removed in 2 weeks.",4.0,2012-04-12,4
2532,Camrese,Birth Control,My daughter was on this birth control for a few years. I lost her to a pulmonary embolism last year. She was only 19. Do I feel this pill played some part in what happened absolutely. Be careful and weigh your options. I took birth control and not for one minute did I think this would happen but everyone's body acts differently and tolerates things differently. There needs to be a safer way for young girls.,1.0,2016-11-08,6
10839,Mononessa,Birth Control,"I have been taking his medicine for about a month and a half. It honestly has worked great. My period was lighter, although it was a little longer. My acne has been clearing up. Also my sex drive never went down so that's awesome. When I first stared taking it I had the same feeling of morning sickness. But it went away and hasn't come back. At times I will get tender breasts. Also I don't have mood swings or cry a lot like other people say they do. I am the same as I always have been. Overall I would say that this is a great medication and highly recommend for you to try!",9.0,2016-02-11,16
133103,Tri-Sprintec,Birth Control,Took it the right way and didn't have any children,10.0,2015-02-07,33
100426,Desogestrel / ethinyl estradiol,Birth Control,"I am thrilled with Apri! I decided to try birth control again because of terrible pelvic pain probably due to my polycystic ovarian syndrome. Since starting Apri the pain is gone, completely! I was to the point where I was going to opt for laparoscopy just to find a reason and hopefully a cure for the pain but my doctor convinced me to give this a try and I'm glad I did! Another bonus is that it helps with my depression and daily fatigue which was something I wasn't expecting. Add in the fact that I can take the active pills for multiple months straight means I'm feeling a thousand times more energetic than I did before Apri. But when I do switch to the white placebo pills I feel awful again for that week. Light periods too! Works for me.",10.0,2013-08-21,15
9200,Lo Loestrin Fe,Birth Control,"I've been on this pill for about 5 years and I'm writing this while mournfully staring at the end of my last pack - my insurance changed and it's no longer covered. Even in the beginning my symptoms were mild besides the usual spotting. My periods went from week-long, horribly heavy and painful, to barely noticeable, extremely light and only 2 days long. I've always had some mild anxiety/depression issues on and off so I can't say there was any change one way or the other there. I do suspect it fixed my sleep schedule though - I have always struggled SEVERELY with insomnia and around the time I went on this pill, I started having a normal human sleep schedule. I can't think of any other explanation - but I guess I'll find out for sure now.",9.0,2017-07-03,4
38520,Liletta,Birth Control,"I got my liletta May 28th, 2017. I have never been pregnant or had sex before, so insertion was uncomfortable and painful. The pinch on the cervix hurt, but the foreign object holding open my vaginal opening hurt more for me. Post insertion, pain subsided after about 45 minutes and I felt fine. I was mid-menstrual cycle when I got mine inserted. Days following, cramps began to develop every day and light bleeding followed. I lost my appetite, and felt sleepy all the time. Light bleeding (only had to use light tampons) was consistent and cramps got worse and occurred every day. (Cramps are the worst part by far) At about 2.5 weeks after insertion, I began to feel some mood swings and had acne breakout. Symptoms still occurring 5 weeks out.",8.0,2017-07-02,3
5303,Cryselle,Birth Control,"I have been on Cryselle for a year and 1 month and I love it. I used to get the worst acne on my chin but my face cleared up for the most part while on Cryselle.The first 1-2 weeks on it I was kind of nauseated and threw up once on the first week. I was irritable a bit the first 2 weeks. And my first period on it was painful. I started Cryselle because I had unpredictable painful periods & it really has worked my periods are light and only last 3-4 days. Almost no cramping, sometimes none. Plus I know when I'm getting my period and I'm able to make sure I am not on my period on important an important events. Plus it has protected me from getting pregnant ever since i became sexually active. First month is tough, after that it's amazing!",9.0,2016-03-14,6
165734,Levonorgestrel,Birth Control,"I was nervous to get Mirena after reading reviews, but my doc strongly encouraged for medical reasons. About 3.5 months ago I got the IUD inserted. While I survived, I'm still haunted by how painful it was. There was a slight complication (apparently my uterus was tilted so the 1st attempt at insertion failed & she had to give me a numbing shot IN THE VAG & adjust my uterus) the 2nd attempt succeeded but the cramps were so intense. Cramps lasted 2 days & I bled for 2 weeks straight. After that my period came normal but lasted a couple days extra. My last period was slightly lighter than usual so I'm hoping it drops off soon. So far it's been worth the pain bc periods are more bearable, it's super effective & nice to not worry about a pill",8.0,2017-04-07,2
192761,Drospirenone / ethinyl estradiol,Birth Control,"I have been on YAZ for years and haven't had any issues switching over to Gianvi. I have been told by my doctor I may have PMDD. Gianvi hasn't made my symptoms worse but I haven't felt any difference since switching over. I asked my doctor about her other patients switching to Gianvi, and so far none of them have had any issues either.",10.0,2010-12-21,14
108182,Ethinyl estradiol / norelgestromin,Birth Control,I have been on the contraception patch for 2 and a half years now and have absolutely no problem works perfect for me I get them free from my local sexual health clinic and I think am the only person who seems to be on the patch my friends all laugh when I show them it on my bum. Am so forgetful and forgot to replace it a couple of times but me and my boyfriend have had no pregnancy scares with it! The patch is a blessing and I wouldn't go on any other contraception.,9.0,2015-05-04,15
107543,Implanon,Birth Control,"I used to suffer from frequent migraine headaches associated with a spike in monthly estrogen levels, Implanon helped me to have fewer headaches. The doctor who performed the implant didn't really numb up the area enough because there was pain associated with the little tube going in. It didn't last that long though, but left a pretty nasty dark red bruise for about a week and was tender for about a month. Internally I feel great. There are no mood swings and menstrual cramps last about a day. My sex drive is normal. The only thing that I don't like is that I almost always have the dark ""end of your period"" discharge. For three weeks out of the month I have this brown sludge, but it's worth it because I won't get pregnant for three years!",9.0,2011-04-12,1
143887,Etonogestrel,Birth Control,"I had the depo injection for 8 years and my doctor made me stop it even though I had not been sent for a bone scan!! He gave me a choice of other birth controls as I have three beautiful kids I needed something as effective as the depo which 100% agreed with me no periods, no weight gain it was great. So I went for the bar in my arm as doctor told me same hormones as the depo (ya right) 6 months I have this in my arm and have gained 2 stone, feel crap about myself terrible outbreaks of acne (never even had spots as a teenager) and feeling low and depressed and periods every two weeks!!! Mine is coming out next week never again I'm.going back on the depo I'll drink plenty of milk for the bones lol",10.0,2016-08-27,2
17767,Ethinyl estradiol / etonogestrel,Birth Control,"I always wanted Nuvaring and now my insurance covers it. It's amazing. I'm not weirded out by my own body so I have no problem inserting and taking it out. I don't have to remember to insert it at the same time every day, so automatically I'm a perfect user! I had no side effects, which would make sense since its a lower dose at a constant rate. My sex drive has actually increased, not likely from the ring itself, but from the peace of mind knowing I didn't forget a dose. Totally recommend to anyone who can afford it, or who have bad memory and rather pay for the ring than for an accidental baby.",10.0,2015-01-28,30
17769,Ethinyl estradiol / etonogestrel,Birth Control,"I actually like it. I did not always remember to take the pill. When I first put the ring in I had brown discharge for about a week which was annoying but once I got past it, it was okay. The only thing I don't like it absolutely no sex drive. I'm switching back to the pill.",8.0,2015-01-12,16
215859,Copper,Birth Control,"I have had my paraguard for almost 7 months. I am 20 years old, no kids. Before the paraguard I was on a low dosage birth control and it was horrible for my body. the pill made me gain an incredible amount of weight, I had terrible mood swings and lost hair. My gyno suggested the paraguard because it was hormone free and lasted 10 years. Getting it inserted was one of the most excruciating experiences of my life. I threw up immediately after and almost passed out. The next two days I couldnt get out of bed due to the horrible cramps. Besides the first few days I absolutely love the paraguard. My periods are normal and I'm back to my old self. I suggest it for anyone whose thinking about it but just be ready for a few days of pain",8.0,2016-07-15,12
215474,Copper,Birth Control,"I've had mine for about 3 weeks now. I'm terrified of my first period since I've heard so many horror stories. When I got it put in it hurt REALLY bad felt like labor but I had it placed at PP where they don't numb the cervix or anything. Afterward I cramped like contractions the rest of the day, but Ibuprophen helped a lot. I bled lightly for about 3-4 days and a week in I had sex which made me bleed very lightly on the toilet paper only for that night. Other then that I've forgotten I have it and I love it so far. I've had every other BC except the shot. The implant & mirena made me bleed for months on end so I was happy I stopped the bleeding a few days after getting this in. I'm still scared of my first period, but hopefully its not bad!",7.0,2017-11-14,3
49441,Ethinyl estradiol / levonorgestrel,Birth Control,"I've been on alesse 2 months now, I find this pill is pretty good; except the first month I bled the whole time, then it went away. I have not gained weight or had mood swings or acne which is great, but It's like now I have chronic fatigue... Coffee only fixes it so much, but everything else is great.",7.0,2016-02-09,1
104046,Ethinyl estradiol / levonorgestrel,Birth Control,"This is my second birth control, I started off with Microgestin and it worked okay for me but my periods were extremely irregular and my breasts were so sore that even slightly touching them on accident would hurt a lot. Now that I've been through a full pack of Lutera, I really do like it. Other than the fact that I seem to cry at every little thing and seem to irritate a little more easily, my period was on point this month, and it lasted only 4 days. Although before I started, I cramped really terribly, I'm thinking that since it was my first month on Lutera, that should subside as my body gets used to it. My skin is the clearest it's ever been, my breasts grew a little, I gained a little weight, but it seems to work for me quite nicely!",8.0,2013-12-13,10
227379,Etonogestrel,Birth Control,"I had my Nexplanon inserted one year ago and have loved it. I was on the 3 month shot before this birth control. My arm was severely bruised after having it inserted, but that was to be expected. There were no side effects from switching birth controls, which I was extremely happy about. I'm only 19 years old and having this for three years was the best decision my mother and I could have made. The only symptoms I've experienced have been a little weight gain (10-15 pounds) & going from dry skin to oily. Other then that I have had no problems with my Nexplanon and would encourage anyone who is thinking about using this.",9.0,2013-08-16,2
131400,Generess Fe,Birth Control,"This birth control has been for the most part great for me, its the first one I tried. The only downside is super low libido but that's about it, no other side effects for me.",9.0,2014-05-22,5
109759,Nexplanon,Birth Control,"I absolutly love it. A month after it was inserted my period was crazy heavy. It only lasted a couple days. I have now had the iud in for two years and have not had my period since that horrid volcano eruption. I am 25 pounds heavier, but I can't say if it is from nexaplon or just my metabolism naturally slowing down. I have had anxiety and depression prior to use, it has not gotten any worse. Basically you either love it or hate it. I am glad I chose this birth control method, although I may choose to change methods when it comes time to take it out. I would rather be able to lose weight and use a different birth control method.",10.0,2016-07-25,2
124460,Skyla,Birth Control,"Day 1 Insertion horrible, Horrible cramps, tired, hungry, bloated. Had to Day 2 slight cramps in morning to afternoon nothing 800mg ibprofen couldn't handle bad cramps later that night all night, bloated Day 3 Horrible cramps, doubled over, hurt to work and walk, tired, bloated, 800mg ibuprofen not working, gassy at night Day 4 Slight cramps in morning, gassy, bloated, 800mg ibuprofen only 2 times that day, slight cramping once in a while for rest of day Day 5 Couldn't tell if cramps were coming or not, took 1 800mg ibuprofen and okay. Slight lower abdominal pains randomly thru day but nothing too bad exercised for the first time no cramps after Day 6 woke up to bad cramps took 1 800mg ibprofen fine for the rest of day,",8.0,2015-09-27,0
34009,Junel Fe 1 / 20,Birth Control,"I'm very happy with this medicine for a few reasons, the first one being that I have not gotten pregnant, the second because I've been on other birth controls that gave me very bad side effects some of which forced me to go to the hospital. Last but not least and definitely not least, it kind of slowed my metabolism down a little and I'm extremely happy with that because I'm very skinny and it was hard for me to put on weight before this medicine but now I'm putting on weight very slowly. I have been taking it for 2 months now and I'm sticking with it.",10.0,2012-06-21,29
90717,Chateal,Birth Control,"I have been taking this birth control pill for about a month after getting my implanon removed. The implanon caused me to bleed for four months straight. And it wasn't just a light spotting, but a steady flow. So I was switched to Chateal. After using this for over a month, I am very happy with the results. It stopped the bleeding, and the only side effect that I have experienced is a slight mood change. But other than that, I'm happy with it.",10.0,2015-07-06,6
188529,ParaGard,Birth Control,"I went and had my Paragard inserted about a month ago . The procedure was honestly sooooo terrifying (never had children & cramps are always painful) but It didn't hurt as much as I thought. Once you relax the insertion is really easy & quick . I did spot for a couple days after but I was told thats normal. The cramps the Paragard gave me felt nothing like my normal period cramps. It was a few sharp pains in my abdominals but thats it. Me nor my partner are uncomfortable during intercourse & the 10 year plan is definitely a plus. Highly recommend the Paragard for young ladies who aren't looking to start a family anytime soon or have had trouble remembering to take the pill . I almost forgot , who doesnt love a harmone free birth control",10.0,2016-05-12,12
104482,Ethinyl estradiol / levonorgestrel,Birth Control,"I have been taking Lutera for about 3 months now it has been much better than any previous birth control pills I have taken. Some side effects that I have noticed are enlarged and tender breast and decrease in sex drive. I have also noticed that I am a lot more emotional than usually. I have not really gained any weight, which is one of the main reasons my doctor put me on this pill. The pills I have taken in the past made me gain massive amounts of weight and then I would get super depressed, but not on Lutera. I have set an alarm on my phone to help me remember to take it everyday at the same time and its no problem. Overall, I am pretty satisfied with Lutera.",8.0,2011-11-16,5
144206,Etonogestrel,Birth Control,"I got the Nexplanon 6 weeks after I had my daughter. I've had it about seven months now & I absolutely love it. I know every women responds differently but I have had zero problems. I was breastfeeding when I got it but I haven't been for two months now & still no period. I'm not sure if I will end up having a period or not (It could take a few months after BF). I am actually thinner than I was pre pregnancy, the best sex drive I've ever had & no mood issues. I get a zit every now & again but that's probably unrelated to the BC. Also, I previously took a few different kinds of birth control pills & always ended up with a low sex drive & depression.",10.0,2016-06-07,12
159201,TriNessa,Birth Control,"I was on trinessa for 4.5 years, originally went on it to control my acne, which it did for the most part, but definitely not 100%, despite having a strict face cleansing routine. It didn't start to clear my skin for at least 2 months, at that time I also increased about two cup sizes which was nice. I had slight moodswings in the first 3 months but I think thats to be expected when going on the pill. Haven't had moodswings since the first 3 months. Im going off of it now because in the past week I have noticed I'm breaking out a lot and i think I've been on this too long for it to keep controlling my acne.",9.0,2015-02-15,5
167456,Levonorgestrel,Birth Control,"I read all these reviews before going in to get the Skyla inserted and I was terrified. However, I felt little to no pain. The doctor gave me medication to soften my cervix the night before and I took a few advil 30 minutes before the procedure and I was perfectly fine. I saw people commenting saying this was the worst pain of their lives and I understand everyone reacts differently, but it really isn't bad at all! Only some pressure and cramps for a couple minutes. It's only been a few days since I've been on it but I would definitely recommend.",10.0,2016-03-10,3
192669,Drospirenone / ethinyl estradiol,Birth Control,"I've been on Yasmin and then Ocella for 7 years, and I have absolutely loved it. 3 day light periods, significantly cleared up my acne, lost weight, my breasts looked great! No PMS, no mood swings. Because of all the recent lawsuits my mom begged me to switch pills, so my doctor had me try Loestrin. So far I have 7 day breakthrough periods, lost 2 pounds, my breasts shrank a cup size-they are sagging and I'm 26! My back hurts all the time. If it doesn't straighten out I'm going back to Yasmin/Ocella!",9.0,2011-10-25,7
100045,Desogestrel / ethinyl estradiol,Birth Control,"I was on Ortho Cept for three years it was the first pill I tried since I was on the Depo-Provera for 8 years. I loved it!! Even though I loved the depo shot they don’t recommend it over a long period of time. There were no negative effects for me, positive effect was a whole cup size up in my breast. I can say once I got off all birth control it was the first time I ever had cramps, felt sluggish and had mood swings. It’s been three years not on any birth control So I can’t wait to get back on ortho cept this month!",10.0,2017-10-12,0
167238,Levonorgestrel,Birth Control,I had skyla inserted about a week and a half ago. I also took a plan b pill after insertion. The initial insertion was uncomfortable but not painful. Just felt like a little sting. My doctor did not explain to me any side effects and when I left the office I got super dizzy and had terrible cramps that lasted about 3 days. The next week I got my period and the night before I actually started to bleed I had the most terrible cramps of my life (or so I thought). I'm pretty sure the plan b messed up my normal cycle because my period came a week early. I have had my period for about 4 days now and similarly to others comments it is very light. Not messy. But the cramps and back pain are almost unbearable. :(. Has anyone else experienced this,9.0,2016-05-14,6
100010,Desogestrel / ethinyl estradiol,Birth Control,"First month was absolutely horrible. This is my first birth control pill. The nausea seemed to occur 2 hrs after taking the pill (I take it at 3pm everyday). I was also unmotivated and felt like my back ached all the time. Then it got better. I don't get headaches anymore. But looking back, I definitely gained weight, like A LOT. I didn't lose my sex drive. Anyway, I'm okay now.",7.0,2017-06-20,1
26542,Sprintec,Birth Control,"I've been on Sprintec for going on 2 years and the longer I've been on it the more I've noticed that my sex drive is beyond low. My fiance' and I used to have sex regularly at least 2-3 times a week and now it has gone down to once a month. Neither of us are okay with that, and I cannot help but wonder if it is from Sprintec. When I first started this pill I thought it was great and I have no other complaints other than the low sex drive, I am thinking about switching soon!",9.0,2013-01-27,16
78346,Lyza,Birth Control,"I had just about given up on ever thinking I could be on a hormonal form of contraception. I had tried two other forms of birth control in the past, the first being Yaz which was the WORST thing ever. I swore off birth control for years thinking my body just couldn't handle it. I recently went back to my OBGYN just to see if there were ANY other last resort options for pills. She recomended Lyza becuase its low hormones, and I was hesitant at first but gave it a go. I have been on Lyza for almost a month now, I have had almost no spotting, no mood swings, no headaches, no troubles with blood clots/wheezing, nothing like my other experiences! Thank you Lyza!!! You literally saved the day, and hopefully everything continues to be awesome!",10.0,2016-05-04,13
10128,Lo Loestrin Fe,Birth Control,"One month report - I had constant small bleeding for full month - now on month 2 and thinking I will not have any period. I plan to give the pill a full 3 months. But wanted to comment about continuous bleeding for first month, enough that you would need a pad or small tampon only. One side effect is I am having some constipation but increasing my water to help this. I will update my status after month 2.",8.0,2011-10-07,9
33808,Junel Fe 1 / 20,Birth Control,"The reviews I've seen aren't the most accurate. Of course everyone is different, but this works for me. I was originally on Gildess (same dosage) and LOVED it. Yet, it was discontinued and I was put on Blisovi - which was literally the worst BC I've ever been on. I talked to my pharmacist and was switched to this. If Gildess worked for you, this is the next best thing. Good luck!",8.0,2017-04-25,10
16585,Ethinyl estradiol / norethindrone,Birth Control,I have tried every birth control pill out there...I was reluctant to try lolo Glad I did however! It's the ONLY pill that didn't give me side effects and I could take in the morning. Slight breakthrough bleeding every now and then for the first two months but other than that it's the best one yet!,9.0,2015-11-23,5
138025,Ortho Evra,Birth Control,"Very easy to use, doesn't give me morning sickness like the pill did. I don't even notice its on. Only downfall is that it falls off in the shower or pool, and I think its causing me to gain weight. It also made me very moody for the first 3 months.",7.0,2015-04-16,3
166366,Levonorgestrel,Birth Control,"I got Liletta placed in 2 days ago and while the insertion process wasn't comfortable at all, I only had cramps the day of insertion and haven't had any since. My doctor said I would have a period 4-6 weeks but I stopped this morning, only 2 days later, so overall I would say that I like this IUD but I will update in a month to tell if it has gotten better or worse.",10.0,2016-11-25,3
109632,Nexplanon,Birth Control,"I just had my second Nexplanon inserted in August 2016. Overall it's been great. When I got the first one done I only got my period about every 3 months, but it became more regular in the third year. Now with the second one inserted, my period hasn't shown up yet and probably won't for a few months. The only negative side effects I have experienced are some minor weight gain (although I have experienced weight gain on every birth control I've tried) and considerable breast pain a few days before I start my period.",9.0,2016-09-13,0
121123,Venlafaxine,Depression,"Been on Effexor for fourteen years. It makes Ocd worse and PTSD worse and my depression worse. I don't care what these negative reviews say, I am switching from this crap drug to another antidepressant. I feel fourteen years of my life have been ruined and I was lied to by the medical profession, they never told me how terrible this drug was and how it makes paranoia and OCD and PTSD worse. Oh and I can't eat oats or wheat or cheese or margarine or butter as it gives me drowsiness and unbeatable tiredness.Effexor should be banned, its ruined my life and I can't wait to come off it and go on another drug.",1.0,2016-12-12,13
6567,Wellbutrin XL,Depression,"I've been taking this generic bupropion XL 300 mg for a little over a year now. I was prescribed this for depression and an anti-smoking aid but it has no effect on stopping the desires of me wanting to have cigarettes. It's not helping with my depression. I feel sluggish and tired all day. Depression almost seems worse the days I do take it versus when I don't. sex drive hasn't been this low since like ""ever""!. I'm probably going to discontinue it. If it's not helping it can only be hurting right? I can only get what the doctors are willing to prescribe me, but most the time it's garbage. I'm prescribed hydroxizine for sleep & anxiety. Thats garbage too, but whole dif story.",1.0,2016-09-10,23
55936,Effexor,Depression,"I was given Effexor XR for depression. I had the usual side effects at first dizziness, nauseous, weird dreams and tingly. I was able to beat most of these by taking the medication at the same time every night. The down side was if I was late by a few hours taking it the dreams and tingly feeling returned bad. I was started on 75mg and that worked for a few months then the dosage was upped to 150mg. This worked for a few months as well then I hit rock bottom again and the dosage was upped again to 225mg unfortunately this only worked for a few months. A year after this I was given it again this time it only worked for a couple weeks. This was not the medicine for me.",1.0,2010-10-16,23
93401,Vortioxetine,Depression,"I'm extremely sensitive to the side effects of these medicines. Remeron is the only one I can tolerate (and it doesn't give me enough relief by itself). Brintellix's side effects reminded me of Pristiq's--falling asleep during the day, not able to sleep at night but it worked on my Interstitial Cystitis and it reduced my appetite, so I'm going to give it a longer trial in the summer when school is out and I'm not working.",4.0,2014-05-24,46
231315,Trazodone,Depression,Dry mouth,2.0,2017-07-14,8
93143,Vortioxetine,Depression,I'd get a mild headache within fifteen minutes of taking this and the intensity of the pain depended on the dosage.,1.0,2016-01-01,20
163741,Mirtazapine,Depression,"My doctor had me try this after several other current anti-depressants failed. It gave me bad nightmares every night for the three weeks I tried it. The last night I took it, my dog (who sleeps with me) was frantically licking my face to wake me out of my nightmare. That was enough. I then went to an old medicine, imipramine, that has proved effective in controlling my depression and anxiety.",2.0,2012-02-21,33
131729,Effexor XR,Depression,"This was indeed the scariest medication ever. I started it and the first two weeks were too much. I had the normal beginning-taking-New-antidepressant side effects but I'd have hallucinations in the dark. Things would move and sway and melt together. It began to make me numb over the five years I took this medicine. I couldn't ""feel"" anything. All I wanted to do was sleep and sit there and zone out. I felt as though I was in limbo. They tried all doses and absolutely nothing changed. Not only that, I would miss a day and it was a nightmare. Eventually I cut myself off of it in the way the doctor told me to. Scariest experience ever. Worst few weeks of my life. I still had nighttime hallucinations, I felt like I was falling off a skyscraper.",1.0,2015-08-10,34
45526,Fluoxetine,Depression,"I've been on Prozac for just about 3 months. At first I did not notice a difference for about a month then I started feeling more energized for a few weeks however the weight is going on as fast as grass grows. I'm seeing my doctor today and need to switch. I've even been working out, walking and have been more active. The weight gain is awful, at least for me.",4.0,2014-06-17,61
118758,Zoloft,Depression,"I was put on this for depression. The first day I took it, I got extreme fatigue and it took so much willpower to get up and do anything. I just did not want to move. I also got out of breath doing the simplest things, like getting out of my car and standing up. I was a total zombie. These symptoms decreased within a few weeks, but it was awful to get through. In addition, I was 130 lbs. when I began taking it and blew up to 209 lbs. over one year despite not eating more or exercising less. It also didn't help my depression. So in the end it did not help me and I gained 79 lbs. in one year. As soon as I stopped taking it, my weight dropped down to 160 lbs. without doing anything.",1.0,2012-09-13,33
168919,Vilazodone,Depression,"I began taking Viibryd 10mg 3 months ago. Quickly began having stomach pain, worsening of insomnia and diarrhea. Couldn't go up to 20mg because of worsening of side effects. Today, Sept. 1, I took it and again, having uncontrollable diarrhea. Seeing my doctor on the third and am going to ask for a something else. All of the SSRIs and SNRIs have affected my GI track but not as bad as this one. Life long history of depression and anxiety. Searching for the right antidepressant for over 20 years.",1.0,2013-09-01,41
61478,Citalopram,Depression,"I don't understand, I'm new to medicine and 18 years old and taking citalopram. I've done some research, but nothing says anything about being sad. I don't know whats wrong with me. Is this normal for citalopram?",4.0,2017-04-16,7
119020,Zoloft,Depression,"I've been on Zoloft (generic) for a few weeks now. I'm on a low dose (25mg) to get me started. I haven't noticed much of a lift in my mood, in fact I tend to get sad more easily, but I have fewer headaches, which used to be a big problem for me. Also I've noticed it makes me really tired so I take it at night to help me sleep.",3.0,2010-08-12,18
102446,Aripiprazole,Depression,"I was diagnosed with depression in 2000. My doctor at the time was a bit of a quack and had no idea of the symptoms and treatments for depression. Moving forward, I have been seeing a very good doctor now for about 12 years. As you are well aware, not all meds for for all people. I am only writing this today in hopes of saving someone some time and frustration if Abilify is not working for you. I started taking Abilify as an enhancement to the Wellbutrin that I was already taking. As time went on, my depression got worse. To make a long story short, I went off of Abilify 3 months ago and life has been great. Not sleeping all day or dragging my butt, thinking clearer and have endless amounts of energy. STAY AWAY FROM THIS MED!",2.0,2016-10-08,24
168937,Vilazodone,Depression,"Terrible Bloating, cramping diarrhea, brain zaps, irritability, anger and rage.",1.0,2013-01-13,59
185993,Desvenlafaxine,Depression,"I know people react to medication differently, some have had great experience but most have seen the dark side of this medication. I've been on multiple medications, this is definitely the last one I will ever go on. My suicidal thoughts increased to almost daily, felt like self harming my self all the time. super irritable. I was only on the medication for 2 months, before I was on effexor for almost 2 years.. multiple medications before. I decided to wean off of it with the help of the pharmacist for a month.. after officially off of them I have never felt something so horrible as these withdrawal symptoms. so dizzy I couldn't get off out of bed for 4 days, brain zaps, shaking uncontrollably, hit and cold flashes.. ect. BE CAREFUL",1.0,2016-11-21,14
